name,type1,type2,hp,atk,def,spa,spd,spe,ability1,ability2,ability3,moveset
Celebi,Psychic,Grass,100,100,100,100,100,100,Natural Cure,NULL,NULL,"aerialace, allyswitch, ancientpower, aurasphere, batonpass, calmmind, chargebeam, confide, confusion, curse, cut, dazzlinggleam, defensecurl, detect, doubleedge, doubleteam, dreameater, dualwingbeat, earthpower, echoedvoice, endure, energyball, expandingforce, facade, flash, fling, frustration, futuresight, gigadrain, gigaimpact, grassknot, grassyglide, grassyterrain, healbell, healblock, healingwish, helpinghand, hiddenpower, holdback, hyperbeam, imprison, laserfocus, lastresort, leafblade, leafstorm, leechseed, lifedew, lightscreen, magicalleaf, magiccoat, magicroom, metronome, mimic, mudslap, nastyplot, naturalgift, naturepower, nightmare, perishsong, pollenpuff, protect, psychic, psychicterrain, psychocut, psychup, raindance, recover, reflect, rest, return, round, safeguard, sandstorm, secretpower, seedbomb, shadowball, shockwave, signalbeam, silverwind, skillswap, sleeptalk, snore, solarbeam, solarblade, stealthrock, substitute, suckerpunch, sunnyday, swagger, sweetscent, swift, swordsdance, synthesis, telekinesis, thunderwave, toxic, trick, trickroom, uproar, uturn, waterpulse, weatherball, wonderroom, worryseed, zenheadbutt"
Treecko,Grass,NULL,40,45,35,65,55,70,Overgrow,Unburden,NULL,"absorb, acrobatics, aerialace, agility, assurance, attract, bodyslam, brickbreak, bulletseed, captivate, confide, counter, crunch, crushclaw, cut, detect, dig, doubleedge, doublekick, doubleteam, dragonbreath, drainpunch, dynamicpunch, endeavor, endure, energyball, facade, flash, fling, focuspunch, frustration, furycutter, gigadrain, grassknot, grasspledge, grasswhistle, grassyglide, grassyterrain, headbutt, hiddenpower, irontail, leafage, leafstorm, leechseed, leer, lowkick, magicalleaf, megadrain, megakick, megapunch, mimic, mudslap, mudsport, naturalgift, naturepower, nightslash, pound, poweruppunch, protect, pursuit, quickattack, quickguard, razorwind, rest, return, rockslide, rocksmash, rocktomb, round, safeguard, screech, secretpower, seedbomb, seismictoss, slam, slash, sleeptalk, snore, solarbeam, strength, substitute, sunnyday, swagger, swift, swordsdance, synthesis, thunderpunch, toxic, workup, worryseed"
Grovyle,Grass,NULL,50,65,45,85,65,95,Overgrow,Unburden,NULL,"absorb, acrobatics, aerialace, agility, assurance, attract, bodyslam, brickbreak, bulletseed, captivate, confide, counter, crunch, cut, detect, dig, doubleedge, doubleteam, drainpunch, dynamicpunch, endeavor, endure, energyball, facade, falseswipe, flash, fling, focuspunch, frustration, furycutter, gigadrain, grassknot, grasspledge, grassyglide, grassyterrain, headbutt, hiddenpower, irontail, leafage, leafblade, leafstorm, leer, lowkick, lowsweep, magicalleaf, megadrain, megakick, megapunch, mimic, mudslap, naturalgift, naturepower, pound, poweruppunch, protect, pursuit, quickattack, quickguard, rest, return, rockslide, rocksmash, rocktomb, round, safeguard, screech, secretpower, seedbomb, seismictoss, slam, sleeptalk, snore, solarbeam, solarblade, strength, substitute, sunnyday, swagger, swift, swordsdance, synthesis, thunderpunch, toxic, workup, worryseed, xscissor"
Sceptile,Grass,NULL,70,85,65,105,85,120,Overgrow,Unburden,NULL,"absorb, acrobatics, aerialace, agility, assurance, attract, bodyslam, breakingswipe, brickbreak, brutalswing, bulldoze, bulletseed, captivate, confide, counter, crosspoison, crunch, cut, detect, dig, doubleedge, doubleteam, dragonclaw, dragondance, dragonpulse, drainpunch, dualchop, dynamicpunch, earthquake, endeavor, endure, energyball, facade, falseswipe, flash, fling, focusblast, focuspunch, frenzyplant, frustration, furycutter, gigadrain, gigaimpact, grassknot, grasspledge, grassyglide, grassyterrain, headbutt, hiddenpower, honeclaws, hyperbeam, irontail, laserfocus, leafage, leafblade, leafstorm, leer, lowkick, lowsweep, magicalleaf, megadrain, megakick, megapunch, mimic, mudslap, naturalgift, naturepower, nightslash, outrage, pound, poweruppunch, protect, pursuit, quickattack, quickguard, rest, return, roar, rockclimb, rockslide, rocksmash, rocktomb, round, safeguard, scaleshot, screech, secretpower, seedbomb, seismictoss, slam, sleeptalk, snore, solarbeam, solarblade, strength, substitute, sunnyday, swagger, swift, swordsdance, synthesis, throatchop, thunderpunch, toxic, workup, worryseed, xscissor"
Torchic,Fire,NULL,45,60,40,70,50,45,Blaze,Speed Boost,NULL,"aerialace, agility, assurance, attract, batonpass, bodyslam, bounce, captivate, confide, counter, crushclaw, curse, cut, defog, detect, dig, doubleedge, doubleteam, echoedvoice, ember, endure, facade, featherdance, feint, fireblast, firepledge, firespin, flameburst, flamecharge, flamethrower, flareblitz, focusenergy, frustration, growl, headbutt, heatwave, helpinghand, hiddenpower, honeclaws, incinerate, lastresort, lowkick, megakick, megapunch, mimic, mirrormove, mudslap, naturalgift, nightslash, overheat, peck, protect, quickattack, rest, return, reversal, rockslide, rocksmash, rocktomb, round, sandattack, scratch, secretpower, seismictoss, shadowclaw, slash, sleeptalk, smellingsalts, snore, strength, substitute, sunnyday, swagger, swift, swordsdance, toxic, willowisp, workup"
Combusken,Fire,Fighting,60,85,60,85,60,55,Blaze,Speed Boost,NULL,"aerialace, agility, assurance, attract, batonpass, blazekick, bodyslam, bounce, brickbreak, bulkup, captivate, coaching, confide, counter, cut, defog, detect, dig, doubleedge, doublekick, doubleteam, dualchop, dynamicpunch, echoedvoice, ember, endure, facade, featherdance, fireblast, firepledge, firepunch, firespin, flamecharge, flamethrower, flareblitz, fling, focusblast, focusenergy, focuspunch, frustration, furycutter, growl, headbutt, heatwave, helpinghand, hiddenpower, honeclaws, incinerate, lastresort, lowkick, lowsweep, megakick, megapunch, mimic, mirrormove, mudslap, naturalgift, overheat, peck, poisonjab, poweruppunch, protect, quickattack, rest, return, revenge, reversal, rockslide, rocksmash, rocktomb, round, sandattack, scratch, secretpower, seismictoss, shadowclaw, skyuppercut, slash, sleeptalk, snore, strength, substitute, sunnyday, swagger, swift, swordsdance, thunderpunch, toxic, vacuumwave, willowisp, workup"
Blaziken,Fire,Fighting,80,120,70,110,70,80,Blaze,Speed Boost,NULL,"acrobatics, aerialace, agility, assurance, attract, aurasphere, batonpass, blastburn, blazekick, bodyslam, bounce, bravebird, brickbreak, bulkup, bulldoze, captivate, closecombat, coaching, confide, counter, cut, defog, detect, dig, doubleedge, doublekick, doubleteam, dualchop, dynamicpunch, earthquake, echoedvoice, ember, endure, facade, featherdance, fireblast, firepledge, firepunch, firespin, flamecharge, flamethrower, flareblitz, fling, focusblast, focusenergy, focuspunch, frustration, furycutter, gigaimpact, growl, headbutt, heatcrash, heatwave, helpinghand, hiddenpower, highjumpkick, honeclaws, hyperbeam, incinerate, knockoff, laserfocus, lastresort, lowkick, lowsweep, megakick, megapunch, mimic, mirrormove, mudslap, naturalgift, overheat, peck, poisonjab, poweruppunch, protect, quickattack, rest, return, revenge, reversal, roar, rockclimb, rockslide, rocksmash, rocktomb, roleplay, round, sandattack, scorchingsands, scratch, secretpower, seismictoss, shadowclaw, skyuppercut, slash, sleeptalk, snore, solarbeam, stoneedge, strength, substitute, sunnyday, superpower, swagger, swift, swordsdance, thunderpunch, toxic, uturn, vacuumwave, willowisp, workup"
Mudkip,Water,NULL,50,70,50,50,50,40,Torrent,Damp,NULL,"amnesia, ancientpower, aquatail, attract, avalanche, barrier, bide, bite, blizzard, bodyslam, captivate, confide, counter, curse, defensecurl, dig, dive, doubleedge, doubleteam, earthpower, echoedvoice, endeavor, endure, facade, foresight, frustration, growl, hail, headbutt, hiddenpower, hydropump, iceball, icebeam, icywind, irontail, lowkick, mimic, mirrorcoat, mudbomb, mudslap, mudsport, naturalgift, protect, raindance, refresh, rest, return, rockslide, rocksmash, rockthrow, rocktomb, rollout, round, scald, screech, secretpower, sleeptalk, sludge, sludgewave, snore, stomp, strength, substitute, superpower, supersonic, surf, swagger, tackle, takedown, toxic, uproar, waterfall, watergun, waterpledge, waterpulse, whirlpool, wideguard, workup, yawn"
Marshtomp,Water,Ground,70,85,70,60,70,50,Torrent,Damp,NULL,"amnesia, ancientpower, aquatail, attract, avalanche, bide, blizzard, bodyslam, brickbreak, bulldoze, captivate, confide, counter, defensecurl, dig, dive, doubleedge, doubleteam, dynamicpunch, earthpower, earthquake, echoedvoice, endeavor, endure, facade, fling, foresight, frustration, growl, hail, headbutt, hiddenpower, hydropump, icebeam, icepunch, icywind, irontail, lowkick, megakick, megapunch, mimic, mudbomb, muddywater, mudshot, mudslap, mudsport, naturalgift, poweruppunch, protect, raindance, rest, return, rockslide, rocksmash, rockthrow, rocktomb, rollout, round, sandtomb, scald, screech, secretpower, seismictoss, sleeptalk, sludgewave, snore, stealthrock, strength, substitute, superpower, supersonic, surf, swagger, tackle, takedown, toxic, uproar, waterfall, watergun, waterpledge, waterpulse, whirlpool, workup"
Swampert,Water,Ground,100,110,90,85,90,60,Torrent,Damp,NULL,"amnesia, ancientpower, aquatail, attract, avalanche, bide, blizzard, bodypress, bodyslam, brickbreak, bulkup, bulldoze, captivate, confide, counter, darkestlariat, defensecurl, dig, dive, doubleedge, doubleteam, dynamicpunch, earthpower, earthquake, echoedvoice, endeavor, endure, facade, fling, flipturn, focusblast, focuspunch, foresight, frustration, gigaimpact, growl, hail, hammerarm, headbutt, hiddenpower, highhorsepower, hydrocannon, hydropump, hyperbeam, icebeam, icepunch, icywind, irontail, liquidation, lowkick, megakick, megapunch, mimic, mudbomb, muddywater, mudshot, mudslap, mudsport, naturalgift, outrage, poweruppunch, protect, raindance, rest, return, roar, rockclimb, rockslide, rocksmash, rockthrow, rocktomb, rollout, round, sandtomb, scald, screech, secretpower, seismictoss, sleeptalk, sludgewave, snore, stealthrock, stompingtantrum, stoneedge, strength, substitute, superpower, supersonic, surf, swagger, tackle, takedown, toxic, uproar, waterfall, watergun, waterpledge, waterpulse, whirlpool, workup"
Poochyena,Dark,NULL,35,55,35,30,30,35,Run Away,Quick Feet,Rattled,"assurance, astonish, attract, bite, bodyslam, captivate, confide, counter, covet, crunch, darkpulse, dig, doubleedge, doubleteam, embargo, endure, facade, firefang, foulplay, frustration, headbutt, healbell, hiddenpower, howl, hypervoice, icefang, incinerate, irontail, leer, mefirst, mimic, mudslap, naturalgift, odorsleuth, payback, playrough, poisonfang, protect, psychup, raindance, rest, retaliate, return, roar, rocksmash, round, sandattack, scaryface, secretpower, shadowball, sleeptalk, snarl, snatch, snore, spite, substitute, suckerpunch, sunnyday, superfang, swagger, tackle, takedown, taunt, thief, thunderfang, torment, toxic, uproar, yawn"
Mightyena,Dark,NULL,70,90,70,60,60,70,Intimidate,Quick Feet,Moxie,"assurance, attract, bite, bodyslam, captivate, confide, counter, covet, crunch, darkpulse, dig, doubleedge, doubleteam, embargo, endure, facade, firefang, foulplay, frustration, gigaimpact, headbutt, hiddenpower, howl, hyperbeam, hypervoice, icefang, incinerate, irontail, laserfocus, mimic, mudslap, naturalgift, odorsleuth, payback, playrough, protect, psychup, raindance, rest, retaliate, return, roar, rocksmash, round, sandattack, scaryface, secretpower, shadowball, sleeptalk, snarl, snatch, snore, spite, strength, substitute, suckerpunch, sunnyday, superfang, swagger, tackle, takedown, taunt, thief, throatchop, thunderfang, torment, toxic, uproar, yawn"
Zigzagoon,Normal,NULL,38,30,41,30,41,60,Pickup,Gluttony,Quick Feet,"attract, babydolleyes, bellydrum, bestow, blizzard, bodyslam, captivate, chargebeam, charm, confide, covet, cut, defensecurl, dig, doubleedge, doubleteam, echoedvoice, endure, extremespeed, facade, flail, fling, frustration, furycutter, grassknot, growl, gunkshot, headbutt, helpinghand, hiddenpower, honeclaws, hypervoice, icebeam, icywind, irontail, lastresort, mimic, mudshot, mudslap, mudsport, naturalgift, odorsleuth, pinmissile, protect, pursuit, raindance, rest, retaliate, return, rockclimb, rocksmash, rollout, round, sandattack, secretpower, seedbomb, shadowball, shockwave, simplebeam, sleeptalk, snore, substitute, sunnyday, superfang, surf, swagger, swift, tackle, tailslap, tailwhip, takedown, thief, thunder, thunderbolt, thunderwave, tickle, toxic, trick, waterpulse, whirlpool, workup"
Linoone,Normal,NULL,78,70,61,50,61,100,Pickup,Gluttony,Quick Feet,"attract, babydolleyes, bellydrum, bestow, blizzard, bodyslam, captivate, chargebeam, charm, confide, covet, cut, defensecurl, dig, doubleedge, doubleteam, echoedvoice, endure, extremespeed, facade, flail, fling, frustration, furycutter, furyswipes, gigaimpact, grassknot, growl, gunkshot, headbutt, helpinghand, hiddenpower, honeclaws, hyperbeam, hypervoice, icebeam, icywind, irontail, lastresort, mimic, mudshot, mudslap, mudsport, naturalgift, odorsleuth, pinmissile, playrough, protect, raindance, rest, retaliate, return, roar, rocksmash, rollout, rototiller, round, sandattack, secretpower, seedbomb, shadowball, shadowclaw, shockwave, slash, sleeptalk, snore, stompingtantrum, strength, substitute, sunnyday, superfang, surf, swagger, swift, switcheroo, tackle, tailslap, tailwhip, takedown, thief, throatchop, thunder, thunderbolt, thunderwave, toxic, trick, waterpulse, whirlpool, workup"
Wurmple,Bug,NULL,45,45,35,20,30,20,Shield Dust,Run Away,NULL,"bugbite, electroweb, poisonsting, snore, stringshot, tackle"
Silcoon,Bug,NULL,50,35,55,25,25,15,Shed Skin,NULL,NULL,"bugbite, electroweb, harden, irondefense, stringshot"
Beautifly,Bug,Flying,60,70,50,100,50,65,Swarm,Rivalry,NULL,"absorb, acrobatics, aerialace, aircutter, attract, bugbite, bugbuzz, captivate, confide, defog, doubleedge, doubleteam, electroweb, endure, energyball, facade, flash, frustration, gigadrain, gigaimpact, gust, hiddenpower, hyperbeam, infestation, laserfocus, megadrain, mimic, morningsun, naturalgift, ominouswind, protect, psychic, quiverdance, rage, rest, return, roost, round, safeguard, secretpower, shadowball, signalbeam, silverwind, sleeptalk, snore, solarbeam, stringshot, strugglebug, stunspore, substitute, sunnyday, swagger, swift, tailwind, thief, toxic, twister, uturn, venoshock, whirlwind"
Cascoon,Bug,NULL,50,35,55,25,25,15,Shed Skin,NULL,NULL,"bugbite, electroweb, harden, irondefense, stringshot"
Dustox,Bug,Poison,60,50,70,50,90,65,Shield Dust,Compound Eyes,NULL,"acrobatics, aerialace, aircutter, attract, bugbite, bugbuzz, captivate, confide, confusion, defog, doubleedge, doubleteam, electroweb, endure, energyball, facade, flash, frustration, gigadrain, gigaimpact, gust, hiddenpower, hyperbeam, infestation, laserfocus, lightscreen, mimic, moonlight, naturalgift, ominouswind, poisonpowder, protect, psybeam, psychic, quiverdance, rest, return, roost, round, secretpower, shadowball, signalbeam, silverwind, sleeptalk, sludgebomb, snore, solarbeam, stringshot, strugglebug, substitute, sunnyday, swagger, swift, tailwind, thief, toxic, twister, uturn, venoshock, whirlwind"
Lotad,Water,Grass,40,30,30,40,50,30,Swift Swim,Rain Dish,Own Tempo,"absorb, astonish, attract, blizzard, bodyslam, bubble, bubblebeam, bulletseed, captivate, confide, counter, doubleedge, doubleteam, echoedvoice, endure, energyball, facade, flail, flash, frustration, gigadrain, grassknot, grassyglide, growl, hail, headbutt, hiddenpower, icebeam, icywind, leechseed, megadrain, mimic, mist, naturalgift, naturepower, protect, raindance, razorleaf, rest, return, round, scald, secretpower, seedbomb, sleeptalk, snore, solarbeam, substitute, sunnyday, surf, swagger, sweetscent, swordsdance, synthesis, teeterdance, thief, tickle, toxic, uproar, watergun, waterpulse, whirlpool, zenheadbutt"
Lombre,Water,Grass,60,50,50,60,70,50,Swift Swim,Rain Dish,Own Tempo,"absorb, astonish, attract, blizzard, bodyslam, brickbreak, bubble, bubblebeam, bulletseed, captivate, confide, dive, doubleedge, doubleteam, drainpunch, dynamicpunch, echoedvoice, encore, endure, energyball, facade, fakeout, firepunch, flail, flash, fling, frustration, furyswipes, gigadrain, grassknot, grassyglide, growl, hail, headbutt, hiddenpower, honeclaws, hydropump, hypervoice, icebeam, icepunch, icywind, knockoff, megadrain, megakick, megapunch, mimic, mist, muddywater, mudshot, mudslap, naturalgift, naturepower, poweruppunch, protect, raindance, rest, return, rocksmash, round, scald, secretpower, seedbomb, sleeptalk, snore, solarbeam, strength, substitute, sunnyday, surf, swagger, swordsdance, synthesis, teeterdance, thief, thunderpunch, toxic, uproar, waterfall, watergun, waterpulse, watersport, whirlpool, zenheadbutt"
